190201,COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP,239388038,2231596
450101,SECRETARIA DE ESTADO DE TRANSP. E CONTROLE DO DF,132374313,1524447
200101,SECRETARIA DE ESTADO DE TRANSPORTES DO DF,38566993,9558
150205,SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL- SLU,63237648,10
190101,SECRETARIA DE ESTADO DE OBRAS DO DISTRITO FEDERAL,106593632,85021
170101,SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL,99656221,1053550
220104,CORPO DE BOMB. MILITAR DO DISTRITO FEDERAL - CBMDF,222964602,41709
10101 ,CÂMARA LEGISLATIVA DO DISTRITO FEDERAL,4069706,1245
220201,DEPARTAMENTO DE TRÂNSITO DO DF - DETRAN-DF,206415676,12283242
340101,SECRETARIA DE ESTADO DE ESPORTES DO DF,1067733284,1784362
110101,SECRETARIA DE ESTADO DE GOVERNO,32816968,164935
510101,SECRETARIA DE EST. DA CRIANÇA DO DISTRITO FEDERAL,6363265,10532
490101,SECRETARIA DE EST. DA ORDEM PÚBLICA E SOCIAL DO DF,131209613,11113
140101,SECRETARIA DE EST. DE ADMINISTRAÇÃO PÚBLICA DO DF,22728572,13037
230101,SECRETARIA DE EST. DE CULTURA DO DISTRITO FEDERAL,74066079,23455
400101,SEC. DE ESTADO DE CIÊNCIA E TECNOLOGIA DO DF,8054273,39843
240101,SEC. DE ESTADO DE DESENV. ECONÔMICO DO DF,6390811,9731
280101,SEC. DE ESTADO DE DESENV. URBANO E HABITAÇÃO DO DF,9283072,51532
150101,SEC. DE ESTADO DE MEIO AMB. E REC. HÍDRICOS DO DF,31443698,68768
440101,|SEC. DE JUSTIÇA, DIR. HUMANOS E CIDADANIA|,15557699,18665
190132,ADMINISTRAÇÃO REGIONAL DE VICENTE PIRES,3643570,7098
190122,ADMINISTRAÇÃO REGIONAL DE ÁGUAS CLARAS,2756283,6111
190110,ADMINISTRAÇÃO REGIONAL DO  NÚCLEO BANDEIRANTE,11145706,28500
