CODIGO,DESCRICAO,PREVISTA,REALIZADA,DIFERENCA,R___
84,TRANSFERÊNCIAS  INTRA-ORÇAMENTÁRIAS DE CAPITAL,5253000.0,0.0,5253000.0,1.0
