94,DEDUÇÃO DA RECEITA DE VENDAS E SERVIÇOS,0.0,-3111336.13,3111336.13,1.0
95,DEDUÇÃO PARA FORMAÇÃO DO FUNDEB,-1437242421.0,-1167730908.17,-269511512.83,2.0
